series_id,label,year,period,periodName,value,date
SMU35000000000000001,New Mexico - Total Nonfarm,2024,M06,June,884,2024-06-01
SMU35000000000000001,New Mexico - Total Nonfarm,2024,M05,May,889,2024-05-01
SMU35000000000000001,New Mexico - Total Nonfarm,2024,M04,April,888,2024-04-01
SMU35000000000000001,New Mexico - Total Nonfarm,2024,M03,March,886,2024-03-01
SMU35000000000000001,New Mexico - Total Nonfarm,2024,M02,February,884,2024-02-01
SMU35000000000000001,New Mexico - Total Nonfarm,2024,M01,January,875,2024-01-01
SMU36000000000000001,New York - Total Nonfarm,2025,M02,February,9843,2025-02-01
SMU36000000000000001,New York - Total Nonfarm,2025,M01,January,9785,2025-01-01
SMU36000000000000001,New York - Total Nonfarm,2024,M12,December,10016,2024-12-01
SMU36000000000000001,New York - Total Nonfarm,2024,M11,November,9980,2024-11-01
SMU36000000000000001,New York - Total Nonfarm,2024,M10,October,9951,2024-10-01
SMU36000000000000001,New York - Total Nonfarm,2024,M09,September,9872,2024-09-01
SMU36000000000000001,New York - Total Nonfarm,2024,M08,August,9870,2024-08-01
SMU36000000000000001,New York - Total Nonfarm,2024,M07,July,9905,2024-07-01
SMU36000000000000001,New York - Total Nonfarm,2024,M06,June,9945,2024-06-01
SMU36000000000000001,New York - Total Nonfarm,2024,M05,May,9888,2024-05-01
SMU36000000000000001,New York - Total Nonfarm,2024,M04,April,9836,2024-04-01
SMU36000000000000001,New York - Total Nonfarm,2024,M03,March,9776,2024-03-01
SMU36000000000000001,New York - Total Nonfarm,2024,M02,February,9711,2024-02-01
SMU36000000000000001,New York - Total Nonfarm,2024,M01,January,9613,2024-01-01
SMU37000000000000001,North Carolina - Total Nonfarm,2025,M02,February,5038,2025-02-01
SMU37000000000000001,North Carolina - Total Nonfarm,2025,M01,January,5004,2025-01-01
SMU37000000000000001,North Carolina - Total Nonfarm,2024,M12,December,5078,2024-12-01
SMU37000000000000001,North Carolina - Total Nonfarm,2024,M11,November,5070,2024-11-01
SMU37000000000000001,North Carolina - Total Nonfarm,2024,M10,October,5043,2024-10-01
SMU37000000000000001,North Carolina - Total Nonfarm,2024,M09,September,5012,2024-09-01
SMU37000000000000001,North Carolina - Total Nonfarm,2024,M08,August,5016,2024-08-01
SMU37000000000000001,North Carolina - Total Nonfarm,2024,M07,July,4968,2024-07-01
SMU37000000000000001,North Carolina - Total Nonfarm,2024,M06,June,5030,2024-06-01
SMU37000000000000001,North Carolina - Total Nonfarm,2024,M05,May,5048,2024-05-01
SMU37000000000000001,North Carolina - Total Nonfarm,2024,M04,April,5016,2024-04-01
SMU37000000000000001,North Carolina - Total Nonfarm,2024,M03,March,4990,2024-03-01
SMU37000000000000001,North Carolina - Total Nonfarm,2024,M02,February,4972,2024-02-01
SMU37000000000000001,North Carolina - Total Nonfarm,2024,M01,January,4938,2024-01-01
SMU38000000000000001,North Dakota - Total Nonfarm,2025,M02,February,440,2025-02-01
SMU38000000000000001,North Dakota - Total Nonfarm,2025,M01,January,439,2025-01-01
SMU38000000000000001,North Dakota - Total Nonfarm,2024,M12,December,449,2024-12-01
SMU38000000000000001,North Dakota - Total Nonfarm,2024,M11,November,451,2024-11-01
SMU38000000000000001,North Dakota - Total Nonfarm,2024,M10,October,453,2024-10-01
SMU38000000000000001,North Dakota - Total Nonfarm,2024,M09,September,451,2024-09-01
SMU38000000000000001,North Dakota - Total Nonfarm,2024,M08,August,446,2024-08-01
SMU38000000000000001,North Dakota - Total Nonfarm,2024,M07,July,446,2024-07-01
SMU38000000000000001,North Dakota - Total Nonfarm,2024,M06,June,451,2024-06-01
SMU38000000000000001,North Dakota - Total Nonfarm,2024,M05,May,450,2024-05-01
SMU38000000000000001,North Dakota - Total Nonfarm,2024,M04,April,443,2024-04-01
SMU38000000000000001,North Dakota - Total Nonfarm,2024,M03,March,439,2024-03-01
SMU38000000000000001,North Dakota - Total Nonfarm,2024,M02,February,436,2024-02-01
SMU38000000000000001,North Dakota - Total Nonfarm,2024,M01,January,433,2024-01-01
SMU39000000000000001,Ohio - Total Nonfarm,2025,M02,February,5607,2025-02-01
SMU39000000000000001,Ohio - Total Nonfarm,2025,M01,January,5556,2025-01-01
SMU39000000000000001,Ohio - Total Nonfarm,2024,M12,December,5677,2024-12-01
SMU39000000000000001,Ohio - Total Nonfarm,2024,M11,November,5699,2024-11-01
SMU39000000000000001,Ohio - Total Nonfarm,2024,M10,October,5695,2024-10-01
SMU39000000000000001,Ohio - Total Nonfarm,2024,M09,September,5659,2024-09-01
SMU39000000000000001,Ohio - Total Nonfarm,2024,M08,August,5669,2024-08-01
SMU39000000000000001,Ohio - Total Nonfarm,2024,M07,July,5673,2024-07-01
SMU39000000000000001,Ohio - Total Nonfarm,2024,M06,June,5691,2024-06-01
SMU39000000000000001,Ohio - Total Nonfarm,2024,M05,May,5682,2024-05-01
SMU39000000000000001,Ohio - Total Nonfarm,2024,M04,April,5637,2024-04-01
SMU39000000000000001,Ohio - Total Nonfarm,2024,M03,March,5597,2024-03-01
SMU39000000000000001,Ohio - Total Nonfarm,2024,M02,February,5572,2024-02-01
SMU39000000000000001,Ohio - Total Nonfarm,2024,M01,January,5549,2024-01-01
SMU40000000000000001,Oklahoma - Total Nonfarm,2025,M02,February,1789,2025-02-01
SMU40000000000000001,Oklahoma - Total Nonfarm,2025,M01,January,1778,2025-01-01
SMU40000000000000001,Oklahoma - Total Nonfarm,2024,M12,December,1803,2024-12-01
SMU40000000000000001,Oklahoma - Total Nonfarm,2024,M11,November,1805,2024-11-01
SMU40000000000000001,Oklahoma - Total Nonfarm,2024,M10,October,1795,2024-10-01
SMU40000000000000001,Oklahoma - Total Nonfarm,2024,M09,September,1786,2024-09-01
SMU40000000000000001,Oklahoma - Total Nonfarm,2024,M08,August,1767,2024-08-01
SMU40000000000000001,Oklahoma - Total Nonfarm,2024,M07,July,1757,2024-07-01
SMU40000000000000001,Oklahoma - Total Nonfarm,2024,M06,June,1770,2024-06-01
SMU40000000000000001,Oklahoma - Total Nonfarm,2024,M05,May,1783,2024-05-01
SMU40000000000000001,Oklahoma - Total Nonfarm,2024,M04,April,1780,2024-04-01
SMU40000000000000001,Oklahoma - Total Nonfarm,2024,M03,March,1776,2024-03-01
SMU40000000000000001,Oklahoma - Total Nonfarm,2024,M02,February,1765,2024-02-01
SMU40000000000000001,Oklahoma - Total Nonfarm,2024,M01,January,1746,2024-01-01
SMU41000000000000001,Oregon - Total Nonfarm,2025,M02,February,1986,2025-02-01
SMU41000000000000001,Oregon - Total Nonfarm,2025,M01,January,1979,2025-01-01
SMU41000000000000001,Oregon - Total Nonfarm,2024,M12,December,2006,2024-12-01
SMU41000000000000001,Oregon - Total Nonfarm,2024,M11,November,2011,2024-11-01
SMU41000000000000001,Oregon - Total Nonfarm,2024,M10,October,2010,2024-10-01
SMU41000000000000001,Oregon - Total Nonfarm,2024,M09,September,1997,2024-09-01
SMU41000000000000001,Oregon - Total Nonfarm,2024,M08,August,1985,2024-08-01
SMU41000000000000001,Oregon - Total Nonfarm,2024,M07,July,1979,2024-07-01
SMU41000000000000001,Oregon - Total Nonfarm,2024,M06,June,2009,2024-06-01
SMU41000000000000001,Oregon - Total Nonfarm,2024,M05,May,2004,2024-05-01
SMU41000000000000001,Oregon - Total Nonfarm,2024,M04,April,1996,2024-04-01
SMU41000000000000001,Oregon - Total Nonfarm,2024,M03,March,1982,2024-03-01
SMU41000000000000001,Oregon - Total Nonfarm,2024,M02,February,1972,2024-02-01
SMU41000000000000001,Oregon - Total Nonfarm,2024,M01,January,1954,2024-01-01
SMU42000000000000001,Pennsylvania - Total Nonfarm,2025,M02,February,6129,2025-02-01
SMU42000000000000001,Pennsylvania - Total Nonfarm,2025,M01,January,6101,2025-01-01
SMU42000000000000001,Pennsylvania - Total Nonfarm,2024,M12,December,6223,2024-12-01
SMU42000000000000001,Pennsylvania - Total Nonfarm,2024,M11,November,6222,2024-11-01
SMU42000000000000001,Pennsylvania - Total Nonfarm,2024,M10,October,6202,2024-10-01
SMU42000000000000001,Pennsylvania - Total Nonfarm,2024,M09,September,6169,2024-09-01
SMU42000000000000001,Pennsylvania - Total Nonfarm,2024,M08,August,6116,2024-08-01
SMU42000000000000001,Pennsylvania - Total Nonfarm,2024,M07,July,6117,2024-07-01
SMU42000000000000001,Pennsylvania - Total Nonfarm,2024,M06,June,6155,2024-06-01
SMU42000000000000001,Pennsylvania - Total Nonfarm,2024,M05,May,6166,2024-05-01
SMU42000000000000001,Pennsylvania - Total Nonfarm,2024,M04,April,6136,2024-04-01
SMU42000000000000001,Pennsylvania - Total Nonfarm,2024,M03,March,6105,2024-03-01
SMU42000000000000001,Pennsylvania - Total Nonfarm,2024,M02,February,6059,2024-02-01
SMU42000000000000001,Pennsylvania - Total Nonfarm,2024,M01,January,6023,2024-01-01
SMU44000000000000001,Rhode Island - Total Nonfarm,2025,M02,February,505,2025-02-01
SMU44000000000000001,Rhode Island - Total Nonfarm,2025,M01,January,501,2025-01-01
SMU44000000000000001,Rhode Island - Total Nonfarm,2024,M12,December,515,2024-12-01
SMU44000000000000001,Rhode Island - Total Nonfarm,2024,M11,November,517,2024-11-01
SMU44000000000000001,Rhode Island - Total Nonfarm,2024,M10,October,517,2024-10-01
SMU44000000000000001,Rhode Island - Total Nonfarm,2024,M09,September,517,2024-09-01
SMU44000000000000001,Rhode Island - Total Nonfarm,2024,M08,August,513,2024-08-01
SMU44000000000000001,Rhode Island - Total Nonfarm,2024,M07,July,513,2024-07-01
SMU44000000000000001,Rhode Island - Total Nonfarm,2024,M06,June,520,2024-06-01
SMU44000000000000001,Rhode Island - Total Nonfarm,2024,M05,May,517,2024-05-01
SMU44000000000000001,Rhode Island - Total Nonfarm,2024,M04,April,510,2024-04-01
SMU44000000000000001,Rhode Island - Total Nonfarm,2024,M03,March,504,2024-03-01
SMU44000000000000001,Rhode Island - Total Nonfarm,2024,M02,February,499,2024-02-01
SMU44000000000000001,Rhode Island - Total Nonfarm,2024,M01,January,492,2024-01-01
SMU45000000000000001,South Carolina - Total Nonfarm,2025,M02,February,2374,2025-02-01
SMU45000000000000001,South Carolina - Total Nonfarm,2025,M01,January,2354,2025-01-01
SMU45000000000000001,South Carolina - Total Nonfarm,2024,M12,December,2393,2024-12-01
SMU45000000000000001,South Carolina - Total Nonfarm,2024,M11,November,2389,2024-11-01
SMU45000000000000001,South Carolina - Total Nonfarm,2024,M10,October,2374,2024-10-01
SMU45000000000000001,South Carolina - Total Nonfarm,2024,M09,September,2365,2024-09-01
SMU45000000000000001,South Carolina - Total Nonfarm,2024,M08,August,2353,2024-08-01
SMU45000000000000001,South Carolina - Total Nonfarm,2024,M07,July,2344,2024-07-01
SMU45000000000000001,South Carolina - Total Nonfarm,2024,M06,June,2357,2024-06-01
SMU45000000000000001,South Carolina - Total Nonfarm,2024,M05,May,2359,2024-05-01
SMU45000000000000001,South Carolina - Total Nonfarm,2024,M04,April,2352,2024-04-01
SMU45000000000000001,South Carolina - Total Nonfarm,2024,M03,March,2339,2024-03-01
SMU45000000000000001,South Carolina - Total Nonfarm,2024,M02,February,2327,2024-02-01
SMU45000000000000001,South Carolina - Total Nonfarm,2024,M01,January,2302,2024-01-01
SMU46000000000000001,South Dakota - Total Nonfarm,2025,M02,February,463,2025-02-01
SMU46000000000000001,South Dakota - Total Nonfarm,2025,M01,January,462,2025-01-01
SMU46000000000000001,South Dakota - Total Nonfarm,2024,M12,December,470,2024-12-01
SMU46000000000000001,South Dakota - Total Nonfarm,2024,M11,November,471,2024-11-01
SMU46000000000000001,South Dakota - Total Nonfarm,2024,M10,October,473,2024-10-01
SMU46000000000000001,South Dakota - Total Nonfarm,2024,M09,September,472,2024-09-01
SMU46000000000000001,South Dakota - Total Nonfarm,2024,M08,August,472,2024-08-01
SMU46000000000000001,South Dakota - Total Nonfarm,2024,M07,July,470,2024-07-01
SMU46000000000000001,South Dakota - Total Nonfarm,2024,M06,June,475,2024-06-01
SMU46000000000000001,South Dakota - Total Nonfarm,2024,M05,May,473,2024-05-01
SMU46000000000000001,South Dakota - Total Nonfarm,2024,M04,April,464,2024-04-01
SMU46000000000000001,South Dakota - Total Nonfarm,2024,M03,March,460,2024-03-01
SMU46000000000000001,South Dakota - Total Nonfarm,2024,M02,February,456,2024-02-01
SMU46000000000000001,South Dakota - Total Nonfarm,2024,M01,January,453,2024-01-01
SMU47000000000000001,Tennessee - Total Nonfarm,2025,M02,February,3364,2025-02-01
SMU47000000000000001,Tennessee - Total Nonfarm,2025,M01,January,3333,2025-01-01
SMU47000000000000001,Tennessee - Total Nonfarm,2024,M12,December,3415,2024-12-01
SMU47000000000000001,Tennessee - Total Nonfarm,2024,M11,November,3415,2024-11-01
SMU47000000000000001,Tennessee - Total Nonfarm,2024,M10,October,3400,2024-10-01
SMU47000000000000001,Tennessee - Total Nonfarm,2024,M09,September,3386,2024-09-01
SMU47000000000000001,Tennessee - Total Nonfarm,2024,M08,August,3364,2024-08-01
SMU47000000000000001,Tennessee - Total Nonfarm,2024,M07,July,3339,2024-07-01
SMU47000000000000001,Tennessee - Total Nonfarm,2024,M06,June,3378,2024-06-01
SMU47000000000000001,Tennessee - Total Nonfarm,2024,M05,May,3379,2024-05-01
SMU47000000000000001,Tennessee - Total Nonfarm,2024,M04,April,3374,2024-04-01
SMU47000000000000001,Tennessee - Total Nonfarm,2024,M03,March,3369,2024-03-01
SMU47000000000000001,Tennessee - Total Nonfarm,2024,M02,February,3350,2024-02-01
SMU47000000000000001,Tennessee - Total Nonfarm,2024,M01,January,3316,2024-01-01
SMU48000000000000001,Texas - Total Nonfarm,2025,M02,February,14214,2025-02-01
SMU48000000000000001,Texas - Total Nonfarm,2025,M01,January,14147,2025-01-01
SMU48000000000000001,Texas - Total Nonfarm,2024,M12,December,14329,2024-12-01
SMU48000000000000001,Texas - Total Nonfarm,2024,M11,November,14312,2024-11-01
SMU48000000000000001,Texas - Total Nonfarm,2024,M10,October,14264,2024-10-01
SMU48000000000000001,Texas - Total Nonfarm,2024,M09,September,14142,2024-09-01
SMU48000000000000001,Texas - Total Nonfarm,2024,M08,August,14125,2024-08-01
SMU48000000000000001,Texas - Total Nonfarm,2024,M07,July,14027,2024-07-01
SMU48000000000000001,Texas - Total Nonfarm,2024,M06,June,14147,2024-06-01
SMU48000000000000001,Texas - Total Nonfarm,2024,M05,May,14145,2024-05-01
SMU48000000000000001,Texas - Total Nonfarm,2024,M04,April,14094,2024-04-01
SMU48000000000000001,Texas - Total Nonfarm,2024,M03,March,14048,2024-03-01
SMU48000000000000001,Texas - Total Nonfarm,2024,M02,February,14016,2024-02-01
SMU48000000000000001,Texas - Total Nonfarm,2024,M01,January,13920,2024-01-01
SMU49000000000000001,Utah - Total Nonfarm,2025,M02,February,1759,2025-02-01
SMU49000000000000001,Utah - Total Nonfarm,2025,M01,January,1747,2025-01-01
SMU49000000000000001,Utah - Total Nonfarm,2024,M12,December,1769,2024-12-01
SMU49000000000000001,Utah - Total Nonfarm,2024,M11,November,1770,2024-11-01
SMU49000000000000001,Utah - Total Nonfarm,2024,M10,October,1768,2024-10-01
SMU49000000000000001,Utah - Total Nonfarm,2024,M09,September,1756,2024-09-01
SMU49000000000000001,Utah - Total Nonfarm,2024,M08,August,1740,2024-08-01
SMU49000000000000001,Utah - Total Nonfarm,2024,M07,July,1723,2024-07-01
SMU49000000000000001,Utah - Total Nonfarm,2024,M06,June,1739,2024-06-01
SMU49000000000000001,Utah - Total Nonfarm,2024,M05,May,1743,2024-05-01
SMU49000000000000001,Utah - Total Nonfarm,2024,M04,April,1742,2024-04-01
SMU49000000000000001,Utah - Total Nonfarm,2024,M03,March,1735,2024-03-01
SMU49000000000000001,Utah - Total Nonfarm,2024,M02,February,1727,2024-02-01
SMU49000000000000001,Utah - Total Nonfarm,2024,M01,January,1715,2024-01-01
SMU50000000000000001,Vermont - Total Nonfarm,2025,M02,February,312,2025-02-01
SMU50000000000000001,Vermont - Total Nonfarm,2025,M01,January,310,2025-01-01
SMU50000000000000001,Vermont - Total Nonfarm,2024,M12,December,313,2024-12-01
SMU50000000000000001,Vermont - Total Nonfarm,2024,M11,November,313,2024-11-01
SMU50000000000000001,Vermont - Total Nonfarm,2024,M10,October,314,2024-10-01
SMU50000000000000001,Vermont - Total Nonfarm,2024,M09,September,311,2024-09-01
SMU50000000000000001,Vermont - Total Nonfarm,2024,M08,August,310,2024-08-01
SMU50000000000000001,Vermont - Total Nonfarm,2024,M07,July,310,2024-07-01
SMU50000000000000001,Vermont - Total Nonfarm,2024,M06,June,311,2024-06-01
SMU50000000000000001,Vermont - Total Nonfarm,2024,M05,May,309,2024-05-01
SMU50000000000000001,Vermont - Total Nonfarm,2024,M04,April,309,2024-04-01
SMU50000000000000001,Vermont - Total Nonfarm,2024,M03,March,312,2024-03-01
SMU50000000000000001,Vermont - Total Nonfarm,2024,M02,February,312,2024-02-01
SMU50000000000000001,Vermont - Total Nonfarm,2024,M01,January,308,2024-01-01
SMU51000000000000001,Virginia - Total Nonfarm,2025,M02,February,4231,2025-02-01
SMU51000000000000001,Virginia - Total Nonfarm,2025,M01,January,4214,2025-01-01
SMU51000000000000001,Virginia - Total Nonfarm,2024,M12,December,4287,2024-12-01
SMU51000000000000001,Virginia - Total Nonfarm,2024,M11,November,4296,2024-11-01
SMU51000000000000001,Virginia - Total Nonfarm,2024,M10,October,4277,2024-10-01
SMU51000000000000001,Virginia - Total Nonfarm,2024,M09,September,4248,2024-09-01
SMU51000000000000001,Virginia - Total Nonfarm,2024,M08,August,4233,2024-08-01
SMU51000000000000001,Virginia - Total Nonfarm,2024,M07,July,4230,2024-07-01
SMU51000000000000001,Virginia - Total Nonfarm,2024,M06,June,4253,2024-06-01
SMU51000000000000001,Virginia - Total Nonfarm,2024,M05,May,4230,2024-05-01
SMU51000000000000001,Virginia - Total Nonfarm,2024,M04,April,4225,2024-04-01
SMU51000000000000001,Virginia - Total Nonfarm,2024,M03,March,4206,2024-03-01
SMU51000000000000001,Virginia - Total Nonfarm,2024,M02,February,4186,2024-02-01
SMU51000000000000001,Virginia - Total Nonfarm,2024,M01,January,4157,2024-01-01
SMU53000000000000001,Washington - Total Nonfarm,2025,M02,February,3628,2025-02-01
SMU53000000000000001,Washington - Total Nonfarm,2025,M01,January,3625,2025-01-01
SMU53000000000000001,Washington - Total Nonfarm,2024,M12,December,3676,2024-12-01
SMU53000000000000001,Washington - Total Nonfarm,2024,M11,November,3665,2024-11-01
SMU53000000000000001,Washington - Total Nonfarm,2024,M10,October,3638,2024-10-01
SMU53000000000000001,Washington - Total Nonfarm,2024,M09,September,3667,2024-09-01
SMU53000000000000001,Washington - Total Nonfarm,2024,M08,August,3650,2024-08-01
SMU53000000000000001,Washington - Total Nonfarm,2024,M07,July,3654,2024-07-01
SMU53000000000000001,Washington - Total Nonfarm,2024,M06,June,3672,2024-06-01
SMU53000000000000001,Washington - Total Nonfarm,2024,M05,May,3653,2024-05-01
SMU53000000000000001,Washington - Total Nonfarm,2024,M04,April,3624,2024-04-01
SMU53000000000000001,Washington - Total Nonfarm,2024,M03,March,3607,2024-03-01
SMU53000000000000001,Washington - Total Nonfarm,2024,M02,February,3582,2024-02-01
SMU53000000000000001,Washington - Total Nonfarm,2024,M01,January,3558,2024-01-01
SMU54000000000000001,West Virginia - Total Nonfarm,2025,M02,February,709,2025-02-01
SMU54000000000000001,West Virginia - Total Nonfarm,2025,M01,January,702,2025-01-01
SMU54000000000000001,West Virginia - Total Nonfarm,2024,M12,December,721,2024-12-01
SMU54000000000000001,West Virginia - Total Nonfarm,2024,M11,November,723,2024-11-01
SMU54000000000000001,West Virginia - Total Nonfarm,2024,M10,October,722,2024-10-01
SMU54000000000000001,West Virginia - Total Nonfarm,2024,M09,September,718,2024-09-01
SMU54000000000000001,West Virginia - Total Nonfarm,2024,M08,August,714,2024-08-01
SMU54000000000000001,West Virginia - Total Nonfarm,2024,M07,July,710,2024-07-01
SMU54000000000000001,West Virginia - Total Nonfarm,2024,M06,June,717,2024-06-01
SMU54000000000000001,West Virginia - Total Nonfarm,2024,M05,May,730,2024-05-01
SMU54000000000000001,West Virginia - Total Nonfarm,2024,M04,April,717,2024-04-01
SMU54000000000000001,West Virginia - Total Nonfarm,2024,M03,March,716,2024-03-01
SMU54000000000000001,West Virginia - Total Nonfarm,2024,M02,February,711,2024-02-01
SMU54000000000000001,West Virginia - Total Nonfarm,2024,M01,January,705,2024-01-01
SMU55000000000000001,Wisconsin - Total Nonfarm,2025,M02,February,3004,2025-02-01
SMU55000000000000001,Wisconsin - Total Nonfarm,2025,M01,January,2992,2025-01-01
SMU55000000000000001,Wisconsin - Total Nonfarm,2024,M12,December,3048,2024-12-01
SMU55000000000000001,Wisconsin - Total Nonfarm,2024,M11,November,3064,2024-11-01
SMU55000000000000001,Wisconsin - Total Nonfarm,2024,M10,October,3065,2024-10-01
SMU55000000000000001,Wisconsin - Total Nonfarm,2024,M09,September,3054,2024-09-01
SMU55000000000000001,Wisconsin - Total Nonfarm,2024,M08,August,3065,2024-08-01
SMU55000000000000001,Wisconsin - Total Nonfarm,2024,M07,July,3061,2024-07-01
SMU55000000000000001,Wisconsin - Total Nonfarm,2024,M06,June,3073,2024-06-01
SMU55000000000000001,Wisconsin - Total Nonfarm,2024,M05,May,3047,2024-05-01
SMU55000000000000001,Wisconsin - Total Nonfarm,2024,M04,April,3030,2024-04-01
SMU55000000000000001,Wisconsin - Total Nonfarm,2024,M03,March,3006,2024-03-01
SMU55000000000000001,Wisconsin - Total Nonfarm,2024,M02,February,2992,2024-02-01
SMU55000000000000001,Wisconsin - Total Nonfarm,2024,M01,January,2970,2024-01-01
SMU56000000000000001,Wyoming - Total Nonfarm,2025,M02,February,291,2025-02-01
SMU56000000000000001,Wyoming - Total Nonfarm,2025,M01,January,289,2025-01-01
SMU56000000000000001,Wyoming - Total Nonfarm,2024,M12,December,294,2024-12-01
SMU56000000000000001,Wyoming - Total Nonfarm,2024,M11,November,293,2024-11-01
SMU56000000000000001,Wyoming - Total Nonfarm,2024,M10,October,297,2024-10-01
SMU56000000000000001,Wyoming - Total Nonfarm,2024,M09,September,299,2024-09-01
SMU56000000000000001,Wyoming - Total Nonfarm,2024,M08,August,300,2024-08-01
SMU56000000000000001,Wyoming - Total Nonfarm,2024,M07,July,299,2024-07-01
SMU56000000000000001,Wyoming - Total Nonfarm,2024,M06,June,301,2024-06-01
SMU56000000000000001,Wyoming - Total Nonfarm,2024,M05,May,295,2024-05-01
SMU56000000000000001,Wyoming - Total Nonfarm,2024,M04,April,288,2024-04-01
SMU56000000000000001,Wyoming - Total Nonfarm,2024,M03,March,287,2024-03-01
SMU56000000000000001,Wyoming - Total Nonfarm,2024,M02,February,286,2024-02-01
SMU56000000000000001,Wyoming - Total Nonfarm,2024,M01,January,285,2024-01-01
CEU0500000001,Construction - National,2025,M02,February,134132,2025-02-01
CEU0500000001,Construction - National,2025,M01,January,133595,2025-01-01
CEU0500000001,Construction - National,2024,M12,December,136080,2024-12-01
CEU0500000001,Construction - National,2024,M11,November,135893,2024-11-01
CEU0500000001,Construction - National,2024,M10,October,135508,2024-10-01
CEU0500000001,Construction - National,2024,M09,September,135037,2024-09-01
CEU0500000001,Construction - National,2024,M08,August,135474,2024-08-01
CEU0500000001,Construction - National,2024,M07,July,135580,2024-07-01
CEU0500000001,Construction - National,2024,M06,June,135537,2024-06-01
CEU0500000001,Construction - National,2024,M05,May,134665,2024-05-01
CEU0500000001,Construction - National,2024,M04,April,133804,2024-04-01
CEU0500000001,Construction - National,2024,M03,March,132995,2024-03-01
CEU0500000001,Construction - National,2024,M02,February,132520,2024-02-01
CEU0500000001,Construction - National,2024,M01,January,131909,2024-01-01
CEU0600000001,Manufacturing - National,2025,M02,February,21322,2025-02-01
CEU0600000001,Manufacturing - National,2025,M01,January,21248,2025-01-01
CEU0600000001,Manufacturing - National,2024,M12,December,21628,2024-12-01
CEU0600000001,Manufacturing - National,2024,M11,November,21744,2024-11-01
CEU0600000001,Manufacturing - National,2024,M10,October,21801,2024-10-01
CEU0600000001,Manufacturing - National,2024,M09,September,21854,2024-09-01
CEU0600000001,Manufacturing - National,2024,M08,August,21957,2024-08-01
CEU0600000001,Manufacturing - National,2024,M07,July,21964,2024-07-01
CEU0600000001,Manufacturing - National,2024,M06,June,21913,2024-06-01
CEU0600000001,Manufacturing - National,2024,M05,May,21690,2024-05-01
CEU0600000001,Manufacturing - National,2024,M04,April,21514,2024-04-01
CEU0600000001,Manufacturing - National,2024,M03,March,21359,2024-03-01
CEU0600000001,Manufacturing - National,2024,M02,February,21255,2024-02-01
CEU0600000001,Manufacturing - National,2024,M01,January,21181,2024-01-01
CEU0700000001,Retail Trade - National,2025,M02,February,136661,2025-02-01
CEU0700000001,Retail Trade - National,2025,M01,January,135844,2025-01-01
CEU0700000001,Retail Trade - National,2024,M12,December,138295,2024-12-01
CEU0700000001,Retail Trade - National,2024,M11,November,138138,2024-11-01
CEU0700000001,Retail Trade - National,2024,M10,October,137551,2024-10-01
CEU0700000001,Retail Trade - National,2024,M09,September,136673,2024-09-01
CEU0700000001,Retail Trade - National,2024,M08,August,136113,2024-08-01
CEU0700000001,Retail Trade - National,2024,M07,July,135807,2024-07-01
CEU0700000001,Retail Trade - National,2024,M06,June,136809,2024-06-01
CEU0700000001,Retail Trade - National,2024,M05,May,136566,2024-05-01
CEU0700000001,Retail Trade - National,2024,M04,April,135924,2024-04-01
CEU0700000001,Retail Trade - National,2024,M03,March,135253,2024-03-01
CEU0700000001,Retail Trade - National,2024,M02,February,134752,2024-02-01
CEU0700000001,Retail Trade - National,2024,M01,January,133761,2024-01-01
CEU0800000001,Education & Health Services - National,2025,M02,February,112810,2025-02-01
CEU0800000001,Education & Health Services - National,2025,M01,January,112347,2025-01-01
CEU0800000001,Education & Health Services - National,2024,M12,December,114452,2024-12-01
CEU0800000001,Education & Health Services - National,2024,M11,November,114149,2024-11-01
CEU0800000001,Education & Health Services - National,2024,M10,October,113707,2024-10-01
CEU0800000001,Education & Health Services - National,2024,M09,September,113183,2024-09-01
CEU0800000001,Education & Health Services - National,2024,M08,August,113517,2024-08-01
CEU0800000001,Education & Health Services - National,2024,M07,July,113616,2024-07-01
CEU0800000001,Education & Health Services - National,2024,M06,June,113624,2024-06-01
CEU0800000001,Education & Health Services - National,2024,M05,May,112975,2024-05-01
CEU0800000001,Education & Health Services - National,2024,M04,April,112290,2024-04-01
CEU0800000001,Education & Health Services - National,2024,M03,March,111636,2024-03-01
CEU0800000001,Education & Health Services - National,2024,M02,February,111265,2024-02-01
CEU0800000001,Education & Health Services - National,2024,M01,January,110728,2024-01-01
